Domain,Field Label,"Choices, Calculations, OR Slider Labels",Form Display Name,Section Header,Form Name,Field Type,Variable / Field Name,,,
Expressive language,"Difficulty learning the names of colors, people, letters etc","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,148,,,
Expressive language,"Difficulty finding words or explaining to other people, says: “the, the, the ...”","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,149,,,
Expressive language,"Tends to remember words incorrectly, says ”arm bow” instead of ”elbow”, refers to ”pointer” instead of ”index” etc.","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,150,,,
Expressive language,Difficulty explaining what he/she wants,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,151,,,
Expressive language,Difficulty speaking fluently without any breaks,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,152,,,
Expressive language,"Difficulty expressing him/herself in whole sentences, in grammatically correct sentences, or inflecting words","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,153,,,
Expressive language,"Pronounces specific sounds incorrectly (has a lisp, difficulty pronouncing the sound of ”r”, nasal voice etc.)","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,154,,,
Expressive language,"Difficulty pronouncing complex words such as ”electric”, ”screwdriver” etc.","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,155,,,
Expressive language,Has a hoarse voice,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,156,,,
Expressive language,Stutters,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,157,,,
Expressive language,Speaks so rapidly that it is difficult to comprehend what he/she is saying,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,158,,,
Expressive language,Has a muddled speech,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,159,,,
Verbal communication,"Difficulty telling about experiences or situations so that the listener understands (e.g., what happened during the day or during the summer vacation)","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,160,,,
Verbal communication,Difficulty keeping ”on track” when telling other people something,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,161,,,
Verbal communication,"Difficulty taking part in a conversation, e.g., problems shifting from listening to talking","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,162,,,
Verbal communication,"Do problems with understanding of language, use of language, or verbal communication interfere with your student`s daily function?","0=Not at all, 1=A little, 2=Pretty much, 3=Very much ",5-15,,515,1,163,,,
"Reading, writing, arithmetic",Acquiring reading skills is more difficult than expected considering his/her ability to learn other things,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,164,,,
"Reading, writing, arithmetic",Has difficulties to understand what he/she is reading,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,165,,,
"Reading, writing, arithmetic","Difficulty reading aloud at normal speed (reads too slowly, too quickly, or fails to read fluently)","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,166,,,
"Reading, writing, arithmetic","Does not like reading (e.g., avoids reading books)","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,167,,,
"Reading, writing, arithmetic",Makesmanyguesses while reading,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,168,,,
"Reading, writing, arithmetic",Difficulty spelling,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,169,,,
"Reading, writing, arithmetic",Has difficulties shapingletters and to write neatly,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,170,,,
"Reading, writing, arithmetic",Difficulty formulating him/herself in writing,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,171,,,
"Reading, writing, arithmetic","Difficulty acquiring basic math skills (addition, subtraction; i.e., plus, minus)","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,172,,,
"Reading, writing, arithmetic",Difficulty with math problems given in written form,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,173,,,
"Reading, writing, arithmetic",Difficulty learning and applying various mathematical rules,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,174,,,
"Reading, writing, arithmetic",Difficulty learning and use multiplication tables,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,175,,,
"Reading, writing, arithmetic",Difficulty with mental arithmetic,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,176,,,
Learning new things and applying knowledge in school,Difficulty understanding verbal instructions,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,177,,,
Learning new things and applying knowledge in school,"Difficulty understanding or using abstract terms, e.g., terms relating to size, volume, spatial directions","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,178,,,
Learning new things and applying knowledge in school,Difficulty participating in discussions with other children,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,179,,,
Learning new things and applying knowledge in school,Difficulty learning facts or acquiring knowledge about the surrounding world.,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,180,,,
Learning new things and applying knowledge in school,Exceptional knowledge or skills in some area,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,181,,,
Learning new things and applying knowledge in school,"Is good at artistic or practical things (playing an instrument, drawing, painting, construction work)","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,182,,,
Problem solving in school and approach to new learning situations,"Difficulty planning and organizing activities, (e.g., the order in which things should be done, how much time is needed to manage a specific task) ","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,183,,,
Problem solving in school and approach to new learning situations,"Difficulty shifting plan or strategy when this is required (e.g., when the initial approach failed)","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,184,,,
Problem solving in school and approach to new learning situations,Difficulty comprehending explanations and following instructions given by adults,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,185,,,
Problem solving in school and approach to new learning situations,"Difficulty solving abstract tasks (i.e., is dependent on learning material that can be seen or touched)","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,186,,,
Problem solving in school and approach to new learning situations,"Difficulty keeping on trying and completing tasks, often leaves them half finished","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,187,,,
Problem solving in school and approach to new learning situations,Unmotivated for school work or comparable learning situations,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,188,,,
Problem solving in school and approach to new learning situations,Learning is slow and laborious,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,189,,,
Problem solving in school and approach to new learning situations,"Does things too quickly, hastily, or in a hurry","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,190,,,
Problem solving in school and approach to new learning situations,"Can/will not take responsibility for own actions, needs a lot of supervision","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,191,,,
Problem solving in school and approach to new learning situations,"Very much in need of support, wants to know whether he/she is performing well","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,192,,,
Social skills,"Does not understand other people’s social cues, e.g., facial expressions, gestures, tone of voice, or body language","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,193,,,
Social skills,Difficulty understanding the feelings of other people,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,194,,,
Social skills,Difficulty responding to the needs of other people,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,195,,,
Social skills,"Difficulty verbally explaining emotions when feeling lonely, being bored etc.","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,196,,,
Social skills,Speaks with a monotonous or strange voice,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,197,,,
Social skills,Difficulty expressing emotions and reactions with facial gestures or body language,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,198,,,
Social skills,Seems ”old fashioned” in styleand behavior?,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,199,,,
Social skills,Difficulty behaving as expected by peers,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,200,,,
Social skills,"Difficulty realizing how to behave in different social situations, such as when visiting relatives together with parents, when visiting friends, seeing a doctor, going to the cinema, etc.","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,201,,,
Social skills,"Is perceived by peers as different, odd, or eccentric","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,202,,,
Social skills,Unintentionally makes a fool of himself so that parents feel embarrassed or peers start laughing,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,203,,,
Social skills,Unintentionally makes a fool of himself so that parents feel embarrassed or peers start laughing,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,204,,,
Social skills,Has a weak sense of humour,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,205,,,
Social skills,Blurts out socially inappropriate comments,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,206,,,
Social skills,Difficulty comprehending rules or prohibitions,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,207,,,
Social skills,Often quarrels with peers,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,208,,,
Social skills,"Difficulty understanding and respecting other people’s rights, for example, that younger children need more help than older ones, and that parents should be left alone when they demand it, etc.","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,209,,,
Social skills,"Difficulty in group or team activities or games, invents new rules for own benefit","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,210,,,
Social skills,Difficulty making friends,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,211,,,
Social skills,Does not often interact with peers,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,212,,,
Social skills,Difficulty to participate in group activities,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,213,,,
Social skills,Not accepted by other children to participate in their games,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,214,,,
Social skills,Does not care for physical contact such as hugs,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,215,,,
Social skills,Has one or a few interests that take up considerable time and that impinge on relations with family and friends,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,216,,,
Social skills,Repeats or gets stuck in seemingly meaningless behavioror activities,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,217,,,
Social skills,Gets very upset by tiny changes in daily routines,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,218,,,
Social skills,Eye contact in face to face situations is abnormal or missing,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,219,,,
Social skills,Do problems with social skills interfere with your student`s daily function?,"0=Not at all, 1=A little, 2=Pretty much, 3=Very much ",5-15,,515,1,220,,,
Emotional problems,Poor self-confidence,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,221,,,
Emotional problems,"Seems to be unhappy, sad, depressed","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,222,,,
Emotional problems,Often complains about feelings of loneliness,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,223,,,
Emotional problems,Has tried to inflict bodily damage to him-/herself or talks about that,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,224,,,
Emotional problems,Has a poor appetite,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,225,,,
Emotional problems,Often expresses a feeling of being worthless or inferior to other children,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,226,,,
Emotional problems,"Often complains about bellyaches, headaches, breathing difficulties or other bodily symptoms","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,227,,,
Emotional problems,Appears tense and anxious or complains about being nervous,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,228,,,
Emotional problems,"Becomes very anxious or unhappy when leaving home e.g., when setting to school","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,229,,,
Emotional problems,Moresleeping problemsthan most children of similar age,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,230,,,
Emotional problems,Often has nightmares,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,231,,,
Emotional problems,Walks in sleep or has nocturnal attacks when he/she cannot be ”reached” or comforted,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,232,,,
Emotional problems,Often loses temper,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,233,,,
Emotional problems,Often argues with adults,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,234,,,
Emotional problems,Often refuses to follow the instructions of adults,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,235,,,
Emotional problems,Often teases others by deliberately doing things that are perceived as provocative,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,236,,,
Emotional problems,Often blames others for own mistakes or bad actions,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,237,,,
Emotional problems,"Is easily offended, or disturbed by others","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,238,,,
Emotional problems,Often gets into fights,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,239,,,
Emotional problems,Is cruel to animals,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,240,,,
Emotional problems,Lies and cheats,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,241,,,
Emotional problems,Steals things at home,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,242,,,
Emotional problems,Often destroys the belongings of other family members or other children,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,243,,,
Emotional problems,Are you aware if the student has recurrent episodes of a few days with extremely high activity level and flight of ideas,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,244,,,
Emotional problems,Are you aware if the student has recurrent periods of obvious irritability,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,245,,,
Obsessive actions or thoughts,Compulsively repeats some activities or has habits that are very difficult to change,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,246,,,
Obsessive actions or thoughts,Has obsessive/fixed ideas,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,247,,,
Obsessive actions or thoughts,"Has involuntary movements, tics, twitches or facial grimaces","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,248,,,
Obsessive actions or thoughts,"Repeats meaningless movements, such as head shaking, body jerking and finger drumming","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,249,,,
Obsessive actions or thoughts,"Emits unmotivated sounds such as throat clearing, sneezing, swallowing, barking, shouting etc","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,250,,,
Obsessive actions or thoughts,"Difficulty keeping quiet, e.g., whistles, hums, mumbles","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,251,,,
Obsessive actions or thoughts,Repeats words or parts of words in a meaningless way,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,252,,,
Obsessive actions or thoughts,Uses dirty words or language in an exaggerated way,"0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,253,,,
Obsessive actions or thoughts,"Do emotional problems, obsessive actions or thoughts interfere with your student`s daily function?","0=Does not apply, 1=Applies sometimes, 2=Applies",5-15,,515,1,254,,,
,Describe the strengths of your child:,,5-15,,515,4,255,,,
,Describe the problems with your student that you are most worried about:,,5-15,,515,4,256,,,
Comprehension and Conceptual Learning,Doesn’t seem to understand things that are said to him/her,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,257,,,
Comprehension and Conceptual Learning,Has difficulty following long conversations or explanations.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,258,,,
Comprehension and Conceptual Learning,Poor comprehension of reading material.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,259,,,
Comprehension and Conceptual Learning,Doesn’t “get the point” of what is being said.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,260,,,
Comprehension and Conceptual Learning,Doesn’t really understand new learning materials.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,261,,,
Factual Memory,Difficulty memorizing information.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,262,,,
Factual Memory,Doesn’t retain facts well.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,263,,,
Factual Memory,Has poor memory.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,264,,,
Factual Memory,Forgets things that he/she has just learned.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,265,,,
Factual Memory,Remembers the main idea but forgets details.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,266,,,
Attention,Poor attention span.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,267,,,
Attention,Mind seems to drift or wander when he/she is suppose to concentrate.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,268,,,
Attention,Does not stay focused on learning material.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,269,,,
Attention,Easily distracted.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,270,,,
Attention,Doesn’t listen when others are teaching or talking to him/her.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,271,,,
Processing speed,"Has trouble completing work quickly, even when motivated to do well.","0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,272,,,
Processing speed,Works deliberately and slowly on schoolwork and homework.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,273,,,
Processing speed,Writes and/or reads slowly.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,274,,,
Processing speed,Needs extra time to complete tests or other work.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,275,,,
Processing speed,Is slow to get started on things.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,276,,,
Visual-Spatial organization,Poor organization.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,277,,,
Visual-Spatial organization,"Room, desk, locker, work area, etc. is very messy","0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,278,,,
Visual-Spatial organization,Not very good with puzzles or putting things together.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,279,,,
Visual-Spatial organization,Drawing and/or handwriting is poor.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,280,,,
Visual-Spatial organization,Doesn’t pay attention to visual details in the environment.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,281,,,
Sustained Sequential Processing,Doesn’t plan ahead.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,282,,,
Sustained Sequential Processing,Doesn’t learn from punishment or other past experiences.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,283,,,
Sustained Sequential Processing,Has trouble with long assignments or multistep directions.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,284,,,
Sustained Sequential Processing,Loses track of step-by-step directions.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,285,,,
Sustained Sequential Processing,Doesn’t complete tasks in proper order; Haphazard in approaching problems.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,286,,,
Working Memory,Can’t do more than one thing at a time,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,287,,,
Working Memory,Gets overwhelmed if required to learn or attend to a lot of information.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,288,,,
Working Memory,"If distracted, loses track of what he/she was doing/learning.","0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,289,,,
Working Memory,Forgets things that he/she knew how to do a few hours or days before.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,290,,,
Working Memory,Gets upset or “shuts down” when challenged with learning.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,291,,,
Novel Problem-Solving,Struggles when learning new materials.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,292,,,
Novel Problem-Solving,Does not solve problems independently (needs help on new problems).,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,293,,,
Novel Problem-Solving,"Resists learning anything that is unfamiliar, new, or different","0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,294,,,
Novel Problem-Solving,"Has difficulty with new situations, new people, or unfamiliar settings","0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,295,,,
Novel Problem-Solving,Avoids new experiences.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,296,,,
Academic: Mathematics Skills,Math is difficult for him/her.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,297,,,
Academic: Mathematics Skills,Slow at math.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,298,,,
Academic: Mathematics Skills,Makes mistakes during arithmetic calculations or counting.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,299,,,
Academic: Mathematics Skills,Prefers reading and language subjects to math.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,300,,,
Academic: Mathematics Skills,Takes a long time to learn new mathematics operations or concepts.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,301,,,
Basic Reading Skills,Reading is slow.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,302,,,
Basic Reading Skills,Has trouble sounding out new words when reading,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,303,,,
Basic Reading Skills,Reading is hesitant or choppy; doesn’t read smoothly.,"0=Never, 1=Sometimes, 2=Often, 3=Very Often",LEAF,,LEAF,1,304,,,
